sector,industry,subindustry,ssic2010,ssic2015
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28129,28129
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28150,28150
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28161,28161
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28162,28162
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28169,28169
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28191,28191
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28193,28193
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28194,28194
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28195,28195
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28196,28196
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28199,28199
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28210,28210
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28221,28221
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28222,28222
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28224,28224
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28229,28229
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28243,28243
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28249,28249
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28251,28251
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28252,28252
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28253,28253
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28260,28260
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28291,28291
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28292,28292
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28293,28293
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28299,28299
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28300,28300
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,22191,22191
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,22192,22192
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,22193,22193
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,22199,22199
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25113,25113
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25911,25911
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25912,25912
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25913,25913
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25914,25914
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25915,25915
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25919,25919
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25921,25921
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25922,25922
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25923,25923
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25924,25924
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25929,25929
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25931,25931
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25932,25932
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25939,25939
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25941,25941
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25949,25949
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25951,25951
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25959,25959
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25993,25993
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25995,25995
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25997,25997
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25998,25998
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,25999,25999
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,26128,26127
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,26521,26521
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,26522,26522
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,26523,26523
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,26524,26524
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,27101,27101
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,27321,27321
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,27322,27322
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,27323,27323
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,27324,27324
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,27329,27329
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,27330,27330
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28141,28141
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28142,28142
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28223,28223
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28271,28271
Manufacturing,Precision Engineering (ITM subsectors),Other PE Activities,28272,28272
Manufacturing,Clean Energy,Clean Energy,28194,28194
Manufacturing,Clean Energy,Clean Energy,27901,27901
Manufacturing,Clean Energy,Clean Energy,26114,26114
Manufacturing,Clean Energy,Clean Energy,26115,26115
Services,Electronics (excl ICP) Services ,Electronics (excl ICP) Services ,46522,46522
Services,Electronics (excl ICP) Services ,Electronics (excl ICP) Services ,72102,72102
Services,Transport Engineering Services,Aerospace Services,46552,46552
Services,Transport Engineering Services,Aerospace Services,77320,77320
Services,Transport Engineering Services,Oil & Gas Services,52251,52251
Services,Clean Energy Services,Clean Energy Services,71123,71123
Services,Clean Energy Services,Clean Energy Services,72106,72106
Services,Clean Energy Services,Clean Energy Services,74905,74905
Services,E&C Services,E&C Services,72103,72103
Services,E&C Services,E&C Services,46643,46643
Services,E&C Services,E&C Services,46641,46641
Services,Infocomm Media,Media & Digital Entertainment,58110,58110
Services,Infocomm Media,Media & Digital Entertainment,58131,58131
Services,Infocomm Media,Media & Digital Entertainment,58132,58132
Services,Infocomm Media,Media & Digital Entertainment,58190,58190
Services,Infocomm Media,Media & Digital Entertainment,59111,59111
Services,Infocomm Media,Media & Digital Entertainment,59112,59112
Services,Infocomm Media,Media & Digital Entertainment,59114,59114
Services,Infocomm Media,Media & Digital Entertainment,59119,59119
Services,Infocomm Media,Media & Digital Entertainment,59120,59120
Services,Infocomm Media,Media & Digital Entertainment,59131,59131
Services,Infocomm Media,Media & Digital Entertainment,59139,59139
Services,Infocomm Media,Media & Digital Entertainment,63901,63901
Services,Infocomm Media,Media & Digital Entertainment,63909,63909
Services,Infocomm Media,Media & Digital Entertainment,58201,58201
Services,Infocomm Media,Media & Digital Entertainment,59113,59113
Services,Infocomm Media,Media & Digital Entertainment,59132,59132
Services,Infocomm Media,Media & Digital Entertainment,59190,59190
Services,Infocomm Media,Media & Digital Entertainment,60200,60200
Services,Infocomm Media,Media & Digital Entertainment,62012,62012
Services,Infocomm Media,Media & Digital Entertainment,62013,62013
Services,Infocomm Media,Media & Digital Entertainment,74192,74192
Services,Infocomm Media,ICP,46435,46435
Services,Infocomm Media,ICP,74111,74111
Services,Infocomm Media,ICP,46511,46511
Services,Infocomm Media,ICP,72105,72105
Services,Infocomm Media,Software & ICT,46521,46521
Services,Infocomm Media,Software & ICT,61012,61012
Services,Infocomm Media,Software & ICT,61013,61013
Services,Infocomm Media,Software & ICT,61091,61091
Services,Infocomm Media,Software & ICT,61092,61092
Services,Infocomm Media,Software & ICT,63120,63120
Services,Infocomm Media,Software & ICT,46512,46512
Services,Infocomm Media,Software & ICT,58209,58202
Services,Infocomm Media,Software & ICT,61099,61099
Services,Infocomm Media,Software & ICT,62011,62011
Services,Infocomm Media,Software & ICT,62019,62019
Services,Infocomm Media,Software & ICT,63111,63111
Services,Infocomm Media,Software & ICT,63119,63119
Services,Infocomm Media,Software & ICT,77341,77341
Services,Infocomm Media,Software & ICT,95110,95110
Services,Infocomm Media,Software & ICT,62021,62021
Services,Infocomm Media,Software & ICT,62022,62022
Services,Infocomm Media,Software & ICT,62023,62023
Services,Infocomm Media,Software & ICT,62024,62024
Services,Infocomm Media,Software & ICT,62090,62090
Services,Consumer Services,Food & Nutrition Services,46303,46303
Services,Consumer Services,Food & Nutrition Services,46307,46307
Services,Consumer Services,Consumer Care,46424,46424
Services,BMS Services,Pharmaceutical Services,72101,72101
Services,BMS Services,Pharmaceutical Services,46461,46461
Services,BMS Services,Pharmaceutical Services,72109,72109
Services,BMS Services,MedTech Services,46592,46592
Services,BMS Services,MedTech Services,72107,72107
Services,Professional Services,Legal,69100,69100
Services,Professional Services,Accounting,69201,69201
Services,Professional Services,Accounting,69202,69202
Services,Professional Services,HQs,70101,70101
Services,Professional Services,HQs,70102,70102
Services,Professional Services,Consulting,70201,70201
Services,Professional Services,Consulting,70202,70202
Services,Professional Services,Consulting,70203,70203
Services,Professional Services,Consulting,70204,70204
Services,Professional Services,Consulting,70205,70205
Services,Professional Services,Consulting,70209,70209
Services,Professional Services,Advertising,73100,73100
Services,Professional Services,Advertising,73201,73201
Services,Professional Services,Advertising,73209,73202
Services,Professional Services,Architecture & Engineering Services,71111,71111
Services,Professional Services,Architecture & Engineering Services,71112,71112
Services,Professional Services,Architecture & Engineering Services,71113,71113
Services,Professional Services,Architecture & Engineering Services,71114,71114
Services,Professional Services,Architecture & Engineering Services,71119,71119
Services,Professional Services,Architecture & Engineering Services,71121,71121
Services,Professional Services,Architecture & Engineering Services,71122,71122
Services,Professional Services,Architecture & Engineering Services,71123,71123
Services,Professional Services,Architecture & Engineering Services,71124,71124
Services,Professional Services,Architecture & Engineering Services,71125,71125
Services,Professional Services,Architecture & Engineering Services,71126,71126
Services,Professional Services,Architecture & Engineering Services,71129,71129
Services,Professional Services,Design,74111,74111
Services,Professional Services,Design,74112,74112
Services,Professional Services,Design,74113,74113
Services,Professional Services,Design,74119,74119
Services,Professional Services,Design,74191,74191
Services,Professional Services,Design,74192,74192
Services,Professional Services,Design,74193,74193
Services,Professional Services,Design,74194,74194
Services,Professional Services,Design,74199,74199
Services,Professional Services,Other Professional Services,71200,71200
Services,Professional Services,Other Professional Services,72101,72101
Services,Professional Services,Other Professional Services,72102,72102
Services,Professional Services,Other Professional Services,72103,72103
Services,Professional Services,Other Professional Services,72104,72104
Services,Professional Services,Other Professional Services,72105,72105
Services,Professional Services,Other Professional Services,72106,72106
Services,Professional Services,Other Professional Services,72107,72107
Services,Professional Services,Other Professional Services,72109,72109
Services,Professional Services,Other Professional Services,72200,72200
Services,Professional Services,Other Professional Services,74201,74201
Services,Professional Services,Other Professional Services,74202,74202
Services,Professional Services,Other Professional Services,74209,74209
Services,Professional Services,Other Professional Services,74901,74901
Services,Professional Services,Other Professional Services,74902,74902
Services,Professional Services,Other Professional Services,74903,74903
Services,Professional Services,Other Professional Services,74904,74904
Services,Professional Services,Other Professional Services,74905,74905
Services,Professional Services,Other Professional Services,74906,74906
Services,Professional Services,Other Professional Services,74909,74909
Services,Professional Services,Other Professional Services,75000,75000
Services,Logistics,Logistics,49231,49231
Services,Logistics,Logistics,49232,49232
Services,Logistics,Logistics,49239,49239
Services,Logistics,Logistics,52101,52101
Services,Logistics,Logistics,52102,52102
Services,Logistics,Logistics,52103,52103
Services,Logistics,Logistics,52109,52109
Services,Logistics,Logistics,52241,52241
Services,Logistics,Logistics,52242,52242
Services,Logistics,Logistics,52243,52243
Services,Logistics,Logistics,52291,52291
Services,Logistics,Logistics,52292,52292
Services,Logistics,Logistics,52299,52299
Services,Logistics,Logistics,53100,53100
Services,Logistics,Logistics,53200,53200
Services,Commercialisation,Commercialisation,77400,77400
Services,Private Education,Private Education,85302,85302
Services,Private Education,Private Education,85103,85103
Services,Private Education,Private Education,85213,85213
